data,roll(fi) angle,pitch(theta) angle
Thu Jan 01 12:12:21 1970
,-178.717,-1.57455
Thu Jan 01 12:12:31 1970
,-178.731,-1.32653
Thu Jan 01 12:12:41 1970
,-178.85,-1.43756
Thu Jan 01 12:12:51 1970
,-178.792,-1.38005
Thu Jan 01 12:13:01 1970
,-178.674,-1.44035
Thu Jan 01 12:13:11 1970
,-178.433,-1.5084
Thu Jan 01 12:13:21 1970
,-178.724,-1.21734
Thu Jan 01 12:13:31 1970
,-179.016,-1.33068
Thu Jan 01 12:13:41 1970
,-178.851,-1.49353
Thu Jan 01 12:13:51 1970
,-178.901,-1.44629
Thu Jan 01 12:14:01 1970
,-178.724,-1.44912
Thu Jan 01 12:14:11 1970
,-178.836,-1.62959
Thu Jan 01 12:14:21 1970
,-178.908,-1.95281
Thu Jan 01 12:14:31 1970
,-179.023,-1.32134
Thu Jan 01 12:14:41 1970
,-178.952,-1.39695
Thu Jan 01 12:14:51 1970
,-178.438,-1.33038
Thu Jan 01 12:15:01 1970
,-178.657,-1.34271
Thu Jan 01 12:15:11 1970
,-178.839,-1.45065
Thu Jan 01 12:15:21 1970
,-178.901,-1.50411
Thu Jan 01 12:15:31 1970
,-178.838,-1.16179
Thu Jan 01 12:15:41 1970
,-178.727,-1.27272
Thu Jan 01 12:15:51 1970
,-178.718,-1.57295
Thu Jan 01 12:16:01 1970
,-179.081,-1.09162
Thu Jan 01 12:16:11 1970
,-179.016,-1.56199
Thu Jan 01 12:16:21 1970
,-178.782,-1.85467
Thu Jan 01 12:16:31 1970
,-178.435,-1.50687
Thu Jan 01 12:16:41 1970
,-178.665,-1.39256
Thu Jan 01 12:16:51 1970
,-179.02,-1.44053
Thu Jan 01 12:17:01 1970
,-178.786,-1.44477
Thu Jan 01 12:17:11 1970
,-178.841,-1.56348
Thu Jan 01 12:17:21 1970
,-178.603,-1.33859
Thu Jan 01 12:17:31 1970
,-178.732,-1.49797
Thu Jan 01 12:17:41 1970
,-178.901,-1.61976
Thu Jan 01 12:17:51 1970
,-179.136,-1.5542
Thu Jan 01 12:18:01 1970
,-178.792,-1.66741
Thu Jan 01 12:18:11 1970
,-178.482,-1.45931
Thu Jan 01 12:18:21 1970
,-178.777,-1.16412
Thu Jan 01 12:18:31 1970
,-178.844,-1.56033
Thu Jan 01 12:18:41 1970
,-178.906,-1.66915
Thu Jan 01 12:18:51 1970
,-178.786,-1.32923
Thu Jan 01 12:19:01 1970
,-178.549,-1.56647
Thu Jan 01 12:19:11 1970
,-178.604,-1.45346
Thu Jan 01 12:19:21 1970
,-178.781,-1.39262
Thu Jan 01 12:19:31 1970
,-179.017,-1.27156
Thu Jan 01 12:19:41 1970
,-178.898,-1.39127
Thu Jan 01 12:19:51 1970
,-178.661,-1.74581
Thu Jan 01 12:20:01 1970
,-178.901,-1.44629
Thu Jan 01 12:20:11 1970
,-178.792,-1.43753
Thu Jan 01 12:20:21 1970
,-178.967,-1.66417
Thu Jan 01 12:20:31 1970
,-178.373,-1.50988
Thu Jan 01 12:20:41 1970
,-178.781,-1.2186
Thu Jan 01 12:20:51 1970
,-178.897,-1.45068
Thu Jan 01 12:21:01 1970
,-178.84,-1.44919
Thu Jan 01 12:21:11 1970
,-178.904,-1.21129
Thu Jan 01 12:21:21 1970
,-178.665,-1.27655
Thu Jan 01 12:21:31 1970
,-178.73,-1.44329
Thu Jan 01 12:21:41 1970
,-178.548,-1.56806
Thu Jan 01 12:21:51 1970
,-178.779,-1.33732
Thu Jan 01 12:22:01 1970
,-178.737,-1.72138
Thu Jan 01 12:22:11 1970
,-178.834,-1.7477
Thu Jan 01 12:22:21 1970
,-178.668,-1.79485
Thu Jan 01 12:22:31 1970
,-178.611,-1.33048
Thu Jan 01 12:22:41 1970
,-178.735,-1.38002
Thu Jan 01 12:22:51 1970
,-178.968,-1.4333
Thu Jan 01 12:23:01 1970
,-178.662,-1.62783
Thu Jan 01 12:23:11 1970
,-178.488,-1.39528
Thu Jan 01 12:23:21 1970
,-178.955,-1.3927
Thu Jan 01 12:23:31 1970
,-179.017,-1.32934
Thu Jan 01 12:23:41 1970
,-178.784,-1.33192
Thu Jan 01 12:23:51 1970
,-178.606,-1.33588
Thu Jan 01 12:24:01 1970
,-178.662,-1.62783
Thu Jan 01 12:24:11 1970
,-178.79,-1.49801
Thu Jan 01 12:24:21 1970
,-178.732,-1.44038
Thu Jan 01 12:24:31 1970
,-178.848,-1.55406
Thu Jan 01 12:24:41 1970
,-178.786,-1.73357
Thu Jan 01 12:24:51 1970
,-178.603,-1.74576
Thu Jan 01 12:25:01 1970
,-178.838,-1.27793
Thu Jan 01 12:25:11 1970
,-179.195,-1.32273
Thu Jan 01 12:25:21 1970
,-178.907,-1.43758
Thu Jan 01 12:25:31 1970
,-178.839,-1.50865
Thu Jan 01 12:25:41 1970
,-178.496,-1.73511
Thu Jan 01 12:25:51 1970
,-178.607,-1.39252
Thu Jan 01 12:26:01 1970
,-178.968,-1.31868
Thu Jan 01 12:26:11 1970
,-178.846,-1.49954
Thu Jan 01 12:26:21 1970
,-178.843,-1.3306
Thu Jan 01 12:26:31 1970
,-178.722,-1.27787
Thu Jan 01 12:26:41 1970
,-178.775,-1.458
Thu Jan 01 12:26:51 1970
,-179.022,-1.55259
Thu Jan 01 12:27:01 1970
,-178.905,-1.38288
Thu Jan 01 12:27:11 1970
,-178.677,-1.37999
Thu Jan 01 12:27:21 1970
,-178.67,-1.38694
Thu Jan 01 12:27:31 1970
,-178.718,-1.63118
Thu Jan 01 12:27:41 1970
,-179.193,-1.67097
Thu Jan 01 12:27:51 1970
,-178.672,-1.15469
Thu Jan 01 12:28:01 1970
,-178.665,-1.50855
Thu Jan 01 12:28:11 1970
,-178.604,-1.39535
Thu Jan 01 12:28:21 1970
