data,roll(fi) angle,pitch(theta) angle
1970-01-01 15:57:41,-179.708,-6.4555
1970-01-01 15:57:51,-179.5318,-6.6994
1970-01-01 15:58:01,-179.4201,-6.5244
1970-01-01 15:58:11,-179.6538,-6.3781
1970-01-01 15:58:21,-179.3027,-6.3652
1970-01-01 15:58:31,-179.7086,-6.2697
1970-01-01 15:58:41,-179.7083,-6.3913
1970-01-01 15:58:51,-179.6513,-6.1933
1970-01-01 15:59:01,-179.6528,-6.3401
1970-01-01 15:59:11,-179.5323,-6.5773
1970-01-01 15:59:21,-179.4242,-6.422
1970-01-01 15:59:31,-179.3602,-6.544
1970-01-01 15:59:41,-179.7669,-6.6151
1970-01-01 15:59:51,-179.9417,-6.6151
1970-01-01 16:00:01,-179.4738,-6.5195
1970-01-01 16:00:11,-179.5924,-6.2633
1970-01-01 16:00:21,-179.5337,-6.4999
1970-01-01 16:00:31,-179.7086,-6.845
1970-01-01 16:00:41,-179.477,-6.8242
1970-01-01 16:00:51,-179.5361,-6.4672
1970-01-01 16:01:01,-179.3013,-6.3781
1970-01-01 16:01:11,-179.7673,-6.4869
1970-01-01 16:01:21,-179.8831,-6.6352
1970-01-01 16:01:31,-179.5328,-6.3977
1970-01-01 16:01:41,-179.5347,-6.3719
1970-01-01 16:01:51,-179.5932,-6.4803
1970-01-01 16:02:01,-179.537,-6.4543
1970-01-01 16:02:11,-179.364,-6.3906
1970-01-01 16:02:21,-179.3602,-6.3717
1970-01-01 16:02:31,-179.5342,-6.4358
1970-01-01 16:02:41,-179.6503,-6.5
1970-01-01 16:02:51,-179.3602,-6.544
1970-01-01 16:03:01,-179.3062,-6.4476
1970-01-01 16:03:11,-179.5361,-6.5245
1970-01-01 16:03:21,-179.2408,-6.2242
1970-01-01 16:03:31,-179.7071,-6.1278
1970-01-01 16:03:41,-179.7657,-6.7642
1970-01-01 16:03:51,-179.7666,-6.6793
1970-01-01 16:04:01,-179.4776,-6.4164
1970-01-01 16:04:11,-179.2469,-6.5176
1970-01-01 16:04:21,-179.2484,-6.6757
1970-01-01 16:04:31,-179.4201,-6.3526
1970-01-01 16:04:41,-179.8839,-6.4739
1970-01-01 16:04:51,-179.7074,-6.5263
1970-01-01 16:05:01,-179.7678,-6.3593
1970-01-01 16:05:11,-179.5895,-6.4237
1970-01-01 16:05:21,-179.6517,-6.3592
1970-01-01 16:05:31,-179.5342,-6.3783
1970-01-01 16:05:41,-179.3048,-6.7463
1970-01-01 16:05:51,-179.7664,-6.7437
1970-01-01 16:06:01,-179.4776,-6.4737
1970-01-01 16:06:11,-179.537,-6.34
1970-01-01 16:06:21,-179.6506,-6.2058
1970-01-01 16:06:31,-179.6513,-6.5377
1970-01-01 16:06:41,-179.7673,-6.6018
1970-01-01 16:06:51,-179.5337,-6.3848
1970-01-01 16:07:01,-179.5916,-6.1607
1970-01-01 16:07:11,-179.3653,-6.6056
1970-01-01 16:07:21,-179.4812,-6.6561
1970-01-01 16:07:31,-179.5949,-6.6257
1970-01-01 16:07:41,-179.2423,-6.4995
1970-01-01 16:07:51,-179.5891,-6.0822
1970-01-01 16:08:01,-179.6489,-6.3529
1970-01-01 16:08:11,-179.8253,-6.0332
1970-01-01 16:08:21,-179.4776,-6.4737
1970-01-01 16:08:31,-179.3582,-6.794
1970-01-01 16:08:41,-179.6542,-6.6562
1970-01-01 16:08:51,-179.3608,-6.5948
1970-01-01 16:09:01,-179.2439,-6.429
1970-01-01 16:09:11,-179.3576,-6.6281
1970-01-01 16:09:21,-179.4189,-6.5948
1970-01-01 16:09:31,-179.8834,-6.6151
1970-01-01 16:09:41,-179.3055,-6.5112
1970-01-01 16:09:51,-179.6535,-6.2133
1970-01-01 16:10:01,-179.3062,-6.3334
1970-01-01 16:10:11,-179.6499,-6.2184
1970-01-01 16:10:21,-179.4728,-6.3592
1970-01-01 16:10:31,-179.5347,-6.5442
1970-01-01 16:10:41,-179.3653,-6.7764
1970-01-01 16:10:51,-178.9605,-6.5546
1970-01-01 16:11:01,-179.1363,-6.0803
1970-01-01 16:11:11,-179.2469,-5.7732
1970-01-01 16:11:21,-179.1923,-5.8642
1970-01-01 16:11:31,180.0,-6.3337
1970-01-01 16:11:41,-179.5323,-6.4619
1970-01-01 16:11:51,-179.5323,-6.8656
1970-01-01 16:12:01,-179.4744,-6.5129
1970-01-01 16:12:11,-179.5916,-6.6792
1970-01-01 16:12:21,-179.5332,-6.4488
1970-01-01 16:12:31,-179.7669,-6.5
1970-01-01 16:12:41,-179.8838,-6.5378
1970-01-01 16:12:51,-179.8248,-6.6285
1970-01-01 16:13:01,-179.8838,-6.4231
1970-01-01 16:13:11,-179.4754,-6.4423
1970-01-01 16:13:21,180.0,-6.5709
1970-01-01 16:13:31,-179.5337,-6.6724
1970-01-01 16:13:41,-179.537,-6.7398
1970-01-01 16:13:51,-179.309,-6.5356
1970-01-01 16:14:01,-179.477,-6.4228
1970-01-01 16:14:11,-179.4786,-6.8608
1970-01-01 16:14:21,-179.4177,-6.4357
1970-01-01 16:14:31,-179.6513,-6.7097
1970-01-01 16:14:41,-179.3595,-6.2631
1970-01-01 16:14:51,-179.416,-6.2245
1970-01-01 16:15:01,-179.592,-6.0968
1970-01-01 16:15:11,-179.5912,-6.2823
1970-01-01 16:15:21,-179.6517,-6.5311
1970-01-01 16:15:31,-179.4786,-6.2318
1970-01-01 16:15:41,-179.4786,-6.6894
1970-01-01 16:15:51,-179.6524,-6.6324
1970-01-01 16:16:01,-179.6499,-6.6217
1970-01-01 16:16:11,-179.6517,-6.3018
1970-01-01 16:16:21,-179.5342,-6.4358
1970-01-01 16:16:31,-179.2992,-5.9934
1970-01-01 16:16:41,-179.476,-6.0906
1970-01-01 16:16:51,-179.2408,-6.1088
1970-01-01 16:17:01,-179.5337,-6.212
1970-01-01 16:17:11,-179.4189,-6.7095
1970-01-01 16:17:21,-179.3048,-6.7463
1970-01-01 16:17:31,-179.4786,-6.5751
1970-01-01 16:17:41,-179.1267,-6.3778
1970-01-01 16:17:51,-179.302,-6.2567
1970-01-01 16:18:01,-179.3621,-6.0086
1970-01-01 16:18:11,-179.5351,-6.1358
1970-01-01 16:18:21,-179.4754,-6.2696
1970-01-01 16:18:31,-179.5916,-6.3336
1970-01-01 16:18:41,-179.7095,-6.1934
1970-01-01 16:18:51,-179.3602,-6.4292
1970-01-01 16:19:01,-179.4797,-6.3907
1970-01-01 16:19:11,-179.3556,-6.6482
1970-01-01 16:19:21,-179.7647,-6.3272
1970-01-01 16:19:31,-179.7661,-6.3466
1970-01-01 16:19:41,-179.6517,-6.3592
1970-01-01 16:19:51,-179.7124,-6.5862
1970-01-01 16:20:01,-179.4183,-6.4292
1970-01-01 16:20:11,-179.5937,-6.4738
1970-01-01 16:20:21,-179.7095,-6.5951
1970-01-01 16:20:31,-179.708,-6.8588
1970-01-01 16:20:41,-179.477,-6.8814
1970-01-01 16:20:51,-179.2469,-6.4032
1970-01-01 16:21:01,-179.4812,-5.8017
1970-01-01 16:21:11,-179.1906,-5.5898
1970-01-01 16:21:21,-179.5332,-5.8144
1970-01-01 16:21:31,-179.3027,-6.48
1970-01-01 16:21:41,-179.2408,-6.7431
1970-01-01 16:21:51,-179.4786,-6.1746
1970-01-01 16:22:01,-179.416,-6.2245
1970-01-01 16:22:11,-179.592,-6.1544
1970-01-01 16:22:21,-179.7095,-6.2508
1970-01-01 16:22:31,-179.2999,-6.3333
1970-01-01 16:22:41,-179.6521,-6.4673
1970-01-01 16:22:51,-179.5332,-6.4488
1970-01-01 16:23:01,-179.6503,-6.3273
1970-01-01 16:23:11,-179.5342,-6.3783
1970-01-01 16:23:21,-179.364,-6.5047
1970-01-01 16:23:31,-179.5365,-6.9179
1970-01-01 16:23:41,-179.768,-7.2106
1970-01-01 16:23:51,-179.9417,-6.7945
1970-01-01 16:24:01,-179.592,-6.4999
1970-01-01 16:24:11,-179.4189,-6.1357
1970-01-01 16:24:21,-179.3666,-5.8527
1970-01-01 16:24:31,-179.3589,-6.1542
1970-01-01 16:24:41,-179.4219,-6.0478
1970-01-01 16:24:51,-179.2992,-6.0511
1970-01-01 16:25:01,-179.477,-6.308
1970-01-01 16:25:11,-179.5337,-6.5574
1970-01-01 16:25:21,-179.4754,-6.7298
1970-01-01 16:25:31,180.0,-6.6085
1970-01-01 16:25:41,-179.4754,-6.5573
1970-01-01 16:25:51,-179.4781,-6.4099
1970-01-01 16:26:01,-179.2507,-6.1435
1970-01-01 16:26:11,-179.4791,-6.2256
1970-01-01 16:26:21,-179.537,-5.9968
1970-01-01 16:26:31,-179.5313,-6.4171
1970-01-01 16:26:41,-179.7074,-6.4685
1970-01-01 16:26:51,-179.7086,-6.6725
1970-01-01 16:27:01,-179.9417,-6.7369
1970-01-01 16:27:11,-179.6517,-6.5311
1970-01-01 16:27:21,-179.5351,-6.4229
1970-01-01 16:27:31,-179.5941,-6.5245
1970-01-01 16:27:41,-179.3013,-6.5505
1970-01-01 16:27:51,-179.4242,-6.8197
1970-01-01 16:28:01,-179.4195,-6.76
1970-01-01 16:28:11,-179.5356,-6.4164
1970-01-01 16:28:21,-179.8257,-6.136
1970-01-01 16:28:31,-179.5903,-5.8321
1970-01-01 16:28:41,-179.6503,-6.0392
1970-01-01 16:28:51,-179.5945,-6.2319
1970-01-01 16:29:01,-179.3048,-6.632
1970-01-01 16:29:11,-179.3628,-6.5749
1970-01-01 16:29:21,-179.3027,-6.48
1970-01-01 16:29:31,-179.4183,-6.3718
1970-01-01 16:29:41,-179.8239,-6.3144
1970-01-01 16:29:51,-179.8246,-6.2888
1970-01-01 16:30:01,-179.476,-6.3783
1970-01-01 16:30:11,-179.364,-6.4477
1970-01-01 16:30:21,-179.2545,-6.5095
1970-01-01 16:30:31,-179.364,-6.2763
1970-01-01 16:30:41,-179.476,-6.2632
1970-01-01 16:30:51,-179.2992,-6.3974
1970-01-01 16:31:01,-179.708,-6.3401
1970-01-01 16:31:11,-179.6524,-6.518
1970-01-01 16:31:21,-179.4749,-6.2182
1970-01-01 16:31:31,-179.4744,-6.3399
1970-01-01 16:31:41,-179.3628,-6.2317
1970-01-01 16:31:51,-179.4786,-6.5179
1970-01-01 16:32:01,-179.366,-6.3714
1970-01-01 16:32:11,-179.3647,-6.213
1970-01-01 16:32:21,-179.2454,-6.0145
1970-01-01 16:32:31,-179.5903,-6.5262
1970-01-01 16:32:41,-179.8255,-6.5444
1970-01-01 16:32:51,-179.7664,-6.2824
1970-01-01 16:33:01,-179.5365,-6.2891
1970-01-01 16:33:11,-179.3615,-6.4162
1970-01-01 16:33:21,-179.5899,-6.4172
1970-01-01 16:33:31,-179.4166,-6.3335
1970-01-01 16:33:41,-179.4177,-6.3782
1970-01-01 16:33:51,-179.477,-6.5949
1970-01-01 16:34:01,-179.4207,-6.4606
1970-01-01 16:34:11,-179.364,-6.5618
1970-01-01 16:34:21,-179.3062,-6.4476
1970-01-01 16:34:31,-179.4738,-6.173
1970-01-01 16:34:41,-179.4154,-6.1152
1970-01-01 16:34:51,-179.6489,-6.3529
1970-01-01 16:35:01,-179.1799,-6.4167
1970-01-01 16:35:11,-179.1293,-6.1865
1970-01-01 16:35:21,-179.364,-6.6759
1970-01-01 16:35:31,-179.5932,-6.5377
1970-01-01 16:35:41,-179.4154,-6.404
1970-01-01 16:35:51,-179.8251,-6.2698
1970-01-01 16:36:01,-179.8251,-6.5
1970-01-01 16:36:11,-179.7673,-6.0846
1970-01-01 16:36:21,-179.1939,-6.4786
1970-01-01 16:36:31,-179.1955,-6.4089
1970-01-01 16:36:41,-179.5916,-6.103
1970-01-01 16:36:51,-179.7652,-6.0823
1970-01-01 16:37:01,-179.7077,-6.2888
1970-01-01 16:37:11,-179.1231,-6.7498
1970-01-01 16:37:21,-179.1971,-7.2443
1970-01-01 16:37:31,-179.3048,-6.1171
1970-01-01 16:37:41,-179.7121,-6.0239
1970-01-01 16:37:51,-179.9418,-6.0847
1970-01-01 16:38:01,179.9414,-5.6062
1970-01-01 16:38:11,-179.5328,-6.1669
1970-01-01 16:38:21,-179.9415,-6.0638
1970-01-01 16:38:31,-179.8257,-5.8486
1970-01-01 16:38:41,-179.5949,-5.8823
1970-01-01 16:38:51,-179.5342,-6.3783
1970-01-01 16:39:01,-179.4189,-6.4228
1970-01-01 16:39:11,-179.4195,-6.1295
1970-01-01 16:39:21,-179.4812,-6.2577
1970-01-01 16:39:31,-179.7671,-6.5509
1970-01-01 16:39:41,-179.4172,-6.5573
1970-01-01 16:39:51,-179.5924,-6.3784
1970-01-01 16:40:01,-179.4219,-6.79
1970-01-01 16:40:11,-179.3076,-6.5486
1970-01-01 16:40:21,-179.2484,-6.5046
1970-01-01 16:40:31,-179.5356,-6.4164
1970-01-01 16:40:41,-179.3013,-6.6654
1970-01-01 16:40:51,-179.5924,-6.7232
1970-01-01 16:41:01,-179.3083,-6.3714
1970-01-01 16:41:11,-179.1979,-5.9368
1970-01-01 16:41:21,-179.7071,-5.8381
1970-01-01 16:41:31,-179.6485,-6.1278
1970-01-01 16:41:41,-179.6506,-5.8603
1970-01-01 16:41:51,-179.7661,-5.5368
1970-01-01 16:42:01,-179.4213,-6.0539
1970-01-01 16:42:11,-179.1963,-6.2324
1970-01-01 16:42:21,-179.0192,-6.3203
1970-01-01 16:42:31,-179.4807,-6.4349
1970-01-01 16:42:41,180.0,-6.2248
1970-01-01 16:42:51,179.9413,-5.7338
1970-01-01 16:43:01,180.0,-5.4654
1970-01-01 16:43:11,-179.6481,-5.0886
1970-01-01 16:43:21,-179.3055,-5.3662
1970-01-01 16:43:31,-179.423,-5.0641
1970-01-01 16:43:41,-179.3034,-5.1522
1970-01-01 16:43:51,-179.4722,-5.3792
1970-01-01 16:44:01,-179.8255,-5.5089
1970-01-01 16:44:11,-179.5351,-5.5032
1970-01-01 16:44:21,-179.4776,-5.4401
1970-01-01 16:44:31,-179.0824,-5.5452
1970-01-01 16:44:41,-179.1914,-5.0116
1970-01-01 16:44:51,-179.2992,-4.8358
1970-01-01 16:45:01,-179.1914,-4.9543
1970-01-01 16:45:11,180.0,-4.8892
1970-01-01 16:45:21,180.0,-5.1521
1970-01-01 16:45:31,179.8832,-5.647
1970-01-01 16:45:41,-179.8832,-5.8204
1970-01-01 16:45:51,-179.4207,-5.4865
1970-01-01 16:46:01,-179.0815,-5.0385
1970-01-01 16:46:11,-179.0815,-5.0954
1970-01-01 16:46:21,-179.1319,-4.8493
1970-01-01 16:46:31,-179.5342,-5.5143
1970-01-01 16:46:41,-179.6517,-5.5553
1970-01-01 16:46:51,-179.4754,-5.2888
1970-01-01 16:47:01,-179.1346,-5.5785
1970-01-01 16:47:11,-179.5351,-5.3304
1970-01-01 16:47:21,-179.1748,-5.5816
1970-01-01 16:47:31,-179.8835,-5.7452
1970-01-01 16:47:41,-179.3582,-5.0047
1970-01-01 16:47:51,-179.2522,-4.1343
1970-01-01 16:48:01,-179.4177,-4.4742
1970-01-01 16:48:11,-179.2507,-4.83
1970-01-01 16:48:21,-179.8841,-5.5442
1970-01-01 16:48:31,-179.9416,-5.2997
1970-01-01 16:48:41,-179.7089,-4.8792
1970-01-01 16:48:51,-179.1319,-5.1364
1970-01-01 16:49:01,-179.7129,-4.9821
1970-01-01 16:49:11,-179.3034,-5.4975
1970-01-01 16:49:21,-179.3679,-5.5566
1970-01-01 16:49:31,180.0,-5.8943
1970-01-01 16:49:41,-179.6528,-6.1685
1970-01-01 16:49:51,180.0,-5.7911
1970-01-01 16:50:01,-179.8841,-5.4868
1970-01-01 16:50:11,180.0,-4.9073
1970-01-01 16:50:21,-179.826,-5.3199
1970-01-01 16:50:31,-179.6538,-4.8925
1970-01-01 16:50:41,-179.8266,-4.7301
1970-01-01 16:50:51,-179.7074,-4.6715
1970-01-01 16:51:01,-179.5937,-4.922
1970-01-01 16:51:11,179.4728,-4.8507
1970-01-01 16:51:21,-179.71,-5.3198
1970-01-01 16:51:31,180.0,-5.372
1970-01-01 16:51:41,-179.4833,-4.811
1970-01-01 16:51:51,-179.7103,-5.4867
1970-01-01 16:52:01,-179.942,-5.2049
1970-01-01 16:52:11,180.0,-4.8658
1970-01-01 16:52:21,179.6478,-5.0355
1970-01-01 16:52:31,179.2408,-4.9517
1970-01-01 16:52:41,-179.8854,-5.0859
1970-01-01 16:52:51,180.0,-5.3238
1970-01-01 16:53:01,-179.4236,-5.5162
1970-01-01 16:53:11,-179.076,-5.6412
1970-01-01 16:53:21,-178.7179,-5.5764
1970-01-01 16:53:31,-177.9356,-5.3505
1970-01-01 16:53:41,-179.5342,-5.6297
1970-01-01 16:53:51,-179.9427,-5.37
1970-01-01 16:54:01,179.7692,-4.8925
1970-01-01 16:54:11,-179.6545,-4.425
1970-01-01 16:54:21,179.8248,-4.7201
1970-01-01 16:54:31,179.1177,-5.2203
1970-01-01 16:54:41,178.2291,-4.4178
1970-01-01 16:54:51,176.4056,-3.4719
1970-01-01 16:55:01,174.579,-4.4726
1970-01-01 16:55:11,175.3045,-4.0386
1970-01-01 16:55:21,176.1127,-4.0515
1970-01-01 16:55:31,176.1742,-3.8759
1970-01-01 16:55:41,173.7796,-3.6716
1970-01-01 16:55:51,176.4821,-3.4529
1970-01-01 16:56:01,174.5986,-3.5714
1970-01-01 16:56:11,174.4725,-2.5954
1970-01-01 16:56:21,173.485,-3.0497
1970-01-01 16:56:31,172.7836,-2.8313
1970-01-01 16:56:41,174.003,-2.8755
1970-01-01 16:56:51,176.6644,-4.3779
1970-01-01 16:57:01,176.539,-3.0981
1970-01-01 16:57:11,179.4717,-1.8192
1970-01-01 16:57:21,175.3029,-3.6
1970-01-01 16:57:31,176.413,-3.8633
1970-01-01 16:57:41,173.765,-5.4443
1970-01-01 16:57:51,173.1363,-4.1479
1970-01-01 16:58:01,174.5097,-2.6863
1970-01-01 16:58:11,173.1696,-3.6211
1970-01-01 16:58:21,172.179,-3.3629
1970-01-01 16:58:31,171.9757,-2.4153
1970-01-01 16:58:41,171.3113,-3.0179
1970-01-01 16:58:51,172.3055,-3.1931
1970-01-01 16:59:01,175.0937,-4.5092
1970-01-01 16:59:11,170.2519,-2.0179
1970-01-01 16:59:21,176.2725,-1.8323
1970-01-01 16:59:31,168.6791,-2.1149
1970-01-01 16:59:41,170.0137,-3.4328
1970-01-01 16:59:51,175.1522,-3.262
1970-01-01 17:00:01,168.9371,-1.889
1970-01-01 17:00:11,169.8733,-2.5169
1970-01-01 17:00:21,172.301,-2.2852
1970-01-01 17:00:31,162.5864,-1.9957
1970-01-01 17:00:41,175.1342,-0.8612
1970-01-01 17:00:51,170.3903,-1.972
1970-01-01 17:01:01,169.826,-2.1938
1970-01-01 17:01:11,170.7014,-2.2839
1970-01-01 17:01:21,170.8283,-1.8848
1970-01-01 17:01:31,170.5855,-2.2691
1970-01-01 17:01:41,170.9908,-2.8125
1970-01-01 17:01:51,171.1786,-2.6748
1970-01-01 17:02:01,170.88,-2.8897
1970-01-01 17:02:11,171.1924,-2.365
1970-01-01 17:02:21,170.8321,-2.8288
1970-01-01 17:02:31,170.9908,-3.4556
1970-01-01 17:02:41,171.0334,-3.3594
1970-01-01 17:02:51,170.6891,-3.2209
1970-01-01 17:03:01,171.7076,-3.2674
1970-01-01 17:03:11,171.1796,-3.9558
1970-01-01 17:03:21,171.2364,-4.0707
1970-01-01 17:03:31,170.8229,-3.9842
1970-01-01 17:03:41,170.7379,-4.0531
1970-01-01 17:03:51,170.9005,-3.7122
1970-01-01 17:04:01,170.9005,-3.2493
1970-01-01 17:04:11,170.196,-3.5746
1970-01-01 17:04:21,170.3657,-3.772
1970-01-01 17:04:31,170.2216,-3.898
1970-01-01 17:04:41,170.4411,-4.1042
1970-01-01 17:04:51,170.2096,-4.2182
1970-01-01 17:05:01,170.691,-4.4212
1970-01-01 17:05:11,170.5377,-4.3258
1970-01-01 17:05:21,170.614,-3.8826
1970-01-01 17:05:31,170.9735,-3.6828
1970-01-01 17:05:41,170.9438,-3.6713
1970-01-01 17:05:51,170.9256,-3.6213
1970-01-01 17:06:01,170.4998,-3.7428
1970-01-01 17:06:11,170.5185,-3.7234
1970-01-01 17:06:21,170.2986,-3.7751
1970-01-01 17:06:31,170.6329,-3.8172
1970-01-01 17:06:41,170.3754,-3.4791
1970-01-01 17:06:51,170.2395,-3.4482
1970-01-01 17:07:01,170.2494,-3.9686
1970-01-01 17:07:11,170.1996,-3.2279
1970-01-01 17:07:21,170.307,-3.5036
1970-01-01 17:07:31,170.1193,-3.2353
1970-01-01 17:07:41,170.2314,-3.2563
1970-01-01 17:07:51,170.2395,-3.2732
1970-01-01 17:08:01,170.3279,-3.5906
1970-01-01 17:08:11,170.5852,-3.4094
1970-01-01 17:08:21,170.3861,-3.8563
1970-01-01 17:08:31,170.0994,-3.992
1970-01-01 17:08:41,169.9449,-4.0644
1970-01-01 17:08:51,169.6952,-4.0576
1970-01-01 17:09:01,170.1167,-3.4292
1970-01-01 17:09:11,170.0594,-3.5445
1970-01-01 17:09:21,170.5093,-3.6817
1970-01-01 17:09:31,170.5753,-4.112
1970-01-01 17:09:41,170.5094,-4.1723
1970-01-01 17:09:51,170.1514,-4.3473
1970-01-01 17:10:01,169.9219,-3.9122
1970-01-01 17:10:11,169.9752,-3.706
1970-01-01 17:10:21,169.5958,-3.2701
1970-01-01 17:10:31,169.3587,-3.2294
1970-01-01 17:10:41,169.0609,-3.1287
1970-01-01 17:10:51,169.224,-3.4287
1970-01-01 17:11:01,169.8111,-3.5311
1970-01-01 17:11:11,169.7108,-2.9798
1970-01-01 17:11:21,169.6483,-3.1958
1970-01-01 17:11:31,169.5819,-3.5641
1970-01-01 17:11:41,169.9721,-4.1782
1970-01-01 17:11:51,169.9987,-4.3629
1970-01-01 17:12:01,169.4833,-4.44
1970-01-01 17:12:11,169.2157,-4.2455
1970-01-01 17:12:21,168.9323,-3.7004
1970-01-01 17:12:31,169.3587,-3.8735
1970-01-01 17:12:41,169.5445,-3.6545
1970-01-01 17:12:51,169.3982,-3.7801
1970-01-01 17:13:01,169.7263,-4.173
1970-01-01 17:13:11,169.7416,-4.0287
1970-01-01 17:13:21,169.9485,-3.982
1970-01-01 17:13:31,169.5445,-4.0593
1970-01-01 17:13:41,169.4234,-3.7339
1970-01-01 17:13:51,169.2432,-3.2868
1970-01-01 17:14:01,169.4915,-3.4983
1970-01-01 17:14:11,169.3302,-3.4929
1970-01-01 17:14:21,169.3625,-3.4825
1970-01-01 17:14:31,169.6016,-3.7709
1970-01-01 17:14:41,169.8466,-4.138
1970-01-01 17:14:51,169.721,-4.1516
1970-01-01 17:15:01,169.6281,-4.0846
1970-01-01 17:15:11,169.5191,-4.0465
1970-01-01 17:15:21,169.6692,-4.1722
1970-01-01 17:15:31,169.7213,-4.0244
1970-01-01 17:15:41,169.6533,-3.562
1970-01-01 17:15:51,169.908,-3.5934
1970-01-01 17:16:01,169.7891,-3.3235
1970-01-01 17:16:11,170.2314,-4.01
1970-01-01 17:16:21,170.3015,-4.2438
1970-01-01 17:16:31,169.8085,-4.2547
1970-01-01 17:16:41,169.7003,-4.3901
1970-01-01 17:16:51,169.8753,-4.1367
1970-01-01 17:17:01,169.9987,-4.1913
1970-01-01 17:17:11,169.8245,-3.8118
1970-01-01 17:17:21,169.9853,-4.0483
1970-01-01 17:17:31,169.8245,-3.7543
1970-01-01 17:17:41,169.5064,-3.6298
1970-01-01 17:17:51,169.5899,-3.4077
1970-01-01 17:18:01,169.6064,-3.616
1970-01-01 17:18:11,169.9752,-4.0523
1970-01-01 17:18:21,169.7573,-3.9302
1970-01-01 17:18:31,169.7676,-4.0989
1970-01-01 17:18:41,169.8876,-4.1215
1970-01-01 17:18:51,169.8652,-3.7968
1970-01-01 17:19:01,170.3182,-3.941
1970-01-01 17:19:11,169.5506,-3.5747
1970-01-01 17:19:21,169.9143,-3.7282
1970-01-01 17:19:31,170.0524,-3.8722
1970-01-01 17:19:41,169.804,-3.8771
1970-01-01 17:19:51,170.2903,-3.8134
1970-01-01 17:20:01,169.7835,-4.0004
1970-01-01 17:20:11,169.8611,-3.7624
1970-01-01 17:20:21,169.8406,-3.3649
1970-01-01 17:20:31,170.0122,-3.3087
1970-01-01 17:20:41,169.8379,-3.6602
1970-01-01 17:20:51,169.5339,-4.0633
1970-01-01 17:21:01,169.5969,-4.0392
1970-01-01 17:21:11,169.8245,-4.2147
1970-01-01 17:21:21,169.7159,-4.0037
1970-01-01 17:21:31,169.8406,-3.9433
1970-01-01 17:21:41,169.908,-3.9979
1970-01-01 17:21:51,169.9651,-3.6519
1970-01-01 17:22:01,169.9717,-3.4964
1970-01-01 17:22:11,170.1442,-3.9633
1970-01-01 17:22:21,169.8245,-3.7543
1970-01-01 17:22:31,169.7263,-3.7107
1970-01-01 17:22:41,169.8508,-3.6506
1970-01-01 17:22:51,169.5191,-4.1041
1970-01-01 17:23:01,169.8156,-4.0339
1970-01-01 17:23:11,169.8814,-3.5821
1970-01-01 17:23:21,169.804,-3.6463
1970-01-01 17:23:31,169.8611,-3.7624
1970-01-01 17:23:41,169.8201,-3.6615
1970-01-01 17:23:51,169.7995,-3.6688
1970-01-01 17:24:01,169.7367,-3.7648
1970-01-01 17:24:11,169.9686,-3.8019
1970-01-01 17:24:21,169.9384,-4.2738
1970-01-01 17:24:31,169.7421,-4.0164
1970-01-01 17:24:41,169.8304,-3.7736
1970-01-01 17:24:51,169.9181,-4.0516
1970-01-01 17:25:01,170.0054,-4.1553
1970-01-01 17:25:11,169.7937,-3.7654
1970-01-01 17:25:21,169.8143,-3.9309
1970-01-01 17:25:31,169.9752,-3.9369
1970-01-01 17:25:41,169.5383,-3.9099
1970-01-01 17:25:51,169.8201,-4.0091
1970-01-01 17:26:01,169.5911,-3.6009
1970-01-01 17:26:11,169.6323,-3.9192
1970-01-01 17:26:21,170.0323,-3.7644
1970-01-01 17:26:31,169.6169,-3.7286
1970-01-01 17:26:41,169.9118,-3.7438
1970-01-01 17:26:51,169.7937,-3.7654
1970-01-01 17:27:01,170.1094,-3.9304
1970-01-01 17:27:11,169.8814,-3.6397
1970-01-01 17:27:21,169.633,-3.6443
1970-01-01 17:27:31,169.8814,-3.8701
1970-01-01 17:27:41,169.6692,-3.71
1970-01-01 17:27:51,170.0223,-3.4212
1970-01-01 17:28:01,169.6274,-3.4926
1970-01-01 17:28:11,169.7731,-3.7151
1970-01-01 17:28:21,169.7108,-3.6792
1970-01-01 17:28:31,169.6274,-3.9569
1970-01-01 17:28:41,170.184,-3.7738
1970-01-01 17:28:51,169.6796,-3.7063
1970-01-01 17:29:01,169.8713,-3.3549
1970-01-01 17:29:11,169.8611,-3.7047
1970-01-01 17:29:21,169.8508,-3.8239
1970-01-01 17:29:31,170.0766,-3.6175
1970-01-01 17:29:41,169.5911,-3.7167
1970-01-01 17:29:51,169.8978,-3.6548
1970-01-01 17:30:01,169.8347,-3.6355
1970-01-01 17:30:11,169.908,-3.8246
1970-01-01 17:30:21,170.2038,-3.8241
1970-01-01 17:30:31,169.7995,-3.6688
1970-01-01 17:30:41,169.7525,-3.4324
1970-01-01 17:30:51,169.6692,-3.4787
1970-01-01 17:31:01,169.8569,-3.5533
1970-01-01 17:31:11,169.9245,-3.26
1970-01-01 17:31:21,170.0594,-3.6025
1970-01-01 17:31:31,170.0695,-3.1934
1970-01-01 17:31:41,169.8098,-3.6071
1970-01-01 17:31:51,169.5958,-3.6196
1970-01-01 17:32:01,169.5911,-3.3112
1970-01-01 17:32:11,169.8466,-3.615
1970-01-01 17:32:21,169.9717,-3.4964
1970-01-01 17:32:31,169.6064,-3.616
1970-01-01 17:32:41,169.7628,-3.7767
1970-01-01 17:32:51,169.6323,-4.0358
1970-01-01 17:33:01,170.009,-4.5513
1970-01-01 17:33:11,169.8611,-4.4544
