data,roll(fi) angle,pitch(theta) angle
1970-01-01 19:58:31,-163.6236,-3.1348
1970-01-01 19:58:41,-164.3714,-3.1902
1970-01-01 19:58:51,-164.6685,-2.9576
1970-01-01 19:59:01,-164.5222,-3.1702
1970-01-01 19:59:11,-163.999,-3.7551
1970-01-01 19:59:21,-163.8395,-3.7639
1970-01-01 19:59:31,-163.7768,-3.4631
1970-01-01 19:59:41,-164.2914,-3.3858
1970-01-01 19:59:51,-163.9198,-3.3433
1970-01-01 20:00:01,-163.8731,-3.0422
1970-01-01 20:00:11,-163.7768,-3.2327
1970-01-01 20:00:21,-163.4875,-3.1506
1970-01-01 20:00:31,-164.1494,-3.1038
1970-01-01 20:00:41,-164.0863,-3.231
1970-01-01 20:00:51,-164.3758,-3.0949
1970-01-01 20:01:01,-164.1743,-3.3651
1970-01-01 20:01:11,-164.1256,-4.1262
1970-01-01 20:01:21,-163.8019,-3.4455
1970-01-01 20:01:31,-164.3555,-2.9952
1970-01-01 20:01:41,-164.0467,-3.3419
1970-01-01 20:01:51,-163.7676,-2.4937
1970-01-01 20:02:01,-163.9189,-2.6723
1970-01-01 20:02:11,-164.1901,-3.1305
1970-01-01 20:02:21,-164.5162,-3.703
1970-01-01 20:02:31,-164.0546,-3.9865
1970-01-01 20:02:41,-163.5911,-3.8262
1970-01-01 20:02:51,-163.7628,-4.1272
1970-01-01 20:03:01,-164.2914,-3.6148
1970-01-01 20:03:11,-164.1985,-2.9664
1970-01-01 20:03:21,-164.2229,-2.6237
1970-01-01 20:03:31,-163.7558,-3.4874
1970-01-01 20:03:41,-163.6592,-3.5649
1970-01-01 20:03:51,-164.0704,-3.1533
1970-01-01 20:04:01,-164.1107,-2.9713
1970-01-01 20:04:11,-164.5604,-3.0362
1970-01-01 20:04:21,-166.5452,-2.571
1970-01-01 20:04:31,-164.9748,-2.3868
1970-01-01 20:04:41,-165.8652,-2.8425
1970-01-01 20:04:51,-166.8621,-2.9247
1970-01-01 20:05:01,-166.0363,-2.3329
1970-01-01 20:05:11,-165.1735,-2.412
1970-01-01 20:05:21,-163.3008,-3.2178
1970-01-01 20:05:31,-163.1724,-3.9589
1970-01-01 20:05:41,-162.2728,-4.7522
1970-01-01 20:05:51,-160.5567,-4.4547
1970-01-01 20:06:01,-159.5849,-5.0436
1970-01-01 20:06:11,-160.2161,-4.314
1970-01-01 20:06:21,-159.1806,-5.0498
1970-01-01 20:06:31,-160.3945,-5.1789
1970-01-01 20:06:41,-161.951,-4.5394
1970-01-01 20:06:51,-162.2659,-3.2101
1970-01-01 20:07:01,-159.7017,-3.9215
1970-01-01 20:07:11,-159.1533,-4.209
1970-01-01 20:07:21,-159.3561,-4.263
1970-01-01 20:07:31,-159.3972,-3.9348
1970-01-01 20:07:41,-160.493,-4.3581
1970-01-01 20:07:51,-161.1827,-3.8516
1970-01-01 20:08:01,-161.124,-3.6558
1970-01-01 20:08:11,-161.2131,-3.3936
1970-01-01 20:08:21,-161.4348,-3.7021
1970-01-01 20:08:31,-161.6944,-3.4431
1970-01-01 20:08:41,-162.5181,-3.2419
1970-01-01 20:08:51,-161.0707,-3.5853
1970-01-01 20:09:01,-159.9563,-4.3097
1970-01-01 20:09:11,-159.0408,-4.4688
1970-01-01 20:09:21,-160.0363,-4.5398
1970-01-01 20:09:31,-160.8982,-4.0963
1970-01-01 20:09:41,-161.0347,-3.8111
1970-01-01 20:09:51,-160.7782,-3.8709
1970-01-01 20:10:01,-160.5504,-4.4028
1970-01-01 20:10:11,-160.6965,-4.3974
1970-01-01 20:10:21,-160.8398,-4.3489
1970-01-01 20:10:31,-160.9612,-4.1014
1970-01-01 20:10:41,-161.1839,-3.9536
1970-01-01 20:10:51,-160.9482,-3.7809
1970-01-01 20:11:01,-160.9065,-3.9274
1970-01-01 20:11:11,-161.0659,-3.7946
1970-01-01 20:11:21,-161.3061,-3.5047
1970-01-01 20:11:31,-161.2131,-3.9186
1970-01-01 20:11:41,-161.4175,-3.9604
1970-01-01 20:11:51,-161.3272,-3.9288
1970-01-01 20:12:01,-161.4553,-4.1579
1970-01-01 20:12:11,-161.1765,-4.03
1970-01-01 20:12:21,-161.2013,-3.9052
1970-01-01 20:12:31,-161.2341,-4.1212
1970-01-01 20:12:41,-161.1282,-4.6516
1970-01-01 20:12:51,-161.3094,-4.437
1970-01-01 20:13:01,-161.1815,-4.6105
1970-01-01 20:13:11,-161.4553,-4.6179
1970-01-01 20:13:21,-161.4908,-4.2752
1970-01-01 20:13:31,-164.4854,-2.956
1970-01-01 20:13:41,-162.2351,-4.1132
1970-01-01 20:13:51,-161.3111,-4.0666
1970-01-01 20:14:01,-161.0738,-4.2498
1970-01-01 20:14:11,-160.71,-5.0567
1970-01-01 20:14:21,-160.4821,-5.4846
1970-01-01 20:14:31,-160.8117,-5.5976
1970-01-01 20:14:41,-161.2935,-5.1383
1970-01-01 20:14:51,-161.2686,-5.2008
1970-01-01 20:15:01,-161.3407,-5.0135
1970-01-01 20:15:11,-161.436,-5.057
1970-01-01 20:15:21,-161.3983,-5.3154
1970-01-01 20:15:31,-161.179,-5.044
1970-01-01 20:15:41,-161.6561,-5.7417
1970-01-01 20:15:51,-161.5286,-5.8006
1970-01-01 20:16:01,-161.456,-5.7291
1970-01-01 20:16:11,-161.3832,-5.7896
1970-01-01 20:16:21,-161.366,-5.872
1970-01-01 20:16:31,-161.4377,-5.8484
1970-01-01 20:16:41,-161.7669,-5.667
1970-01-01 20:16:51,-161.5651,-5.3787
1970-01-01 20:17:01,-161.7682,-5.2404
1970-01-01 20:17:11,-161.6019,-5.6979
1970-01-01 20:17:21,-161.2557,-5.7344
1970-01-01 20:17:31,-161.179,-5.7353
1970-01-01 20:17:41,-161.1989,-5.5397
1970-01-01 20:17:51,-161.4377,-5.6775
1970-01-01 20:18:01,-161.5288,-5.7075
1970-01-01 20:18:11,-161.474,-5.3993
1970-01-01 20:18:21,-161.2883,-5.5262
1970-01-01 20:18:31,-161.4539,-5.3752
1970-01-01 20:18:41,-161.4352,-5.3804
1970-01-01 20:18:51,-161.73,-5.545
1970-01-01 20:19:01,-161.474,-5.7417
1970-01-01 20:19:11,-161.1415,-5.8616
1970-01-01 20:19:21,-161.4005,-5.7636
1970-01-01 20:19:31,-161.3629,-5.7929
1970-01-01 20:19:41,-161.6576,-5.66
1970-01-01 20:19:51,-161.2131,-5.6055
1970-01-01 20:20:01,-161.4918,-5.7727
1970-01-01 20:20:11,-161.3078,-5.8486
1970-01-01 20:20:21,-161.1023,-6.0074
1970-01-01 20:20:31,-161.4737,-5.8171
1970-01-01 20:20:41,-161.0643,-5.8449
1970-01-01 20:20:51,-161.174,-6.0424
1970-01-01 20:21:01,-161.5835,-6.2232
1970-01-01 20:21:11,-161.3615,-6.4085
1970-01-01 20:21:21,-161.8591,-6.7098
1970-01-01 20:21:31,-161.5096,-6.631
1970-01-01 20:21:41,-161.6387,-7.0096
1970-01-01 20:21:51,-161.6573,-7.1976
1970-01-01 20:22:01,-161.3249,-7.1492
1970-01-01 20:22:11,-161.5094,-7.2876
1970-01-01 20:22:21,-161.5466,-7.5612
1970-01-01 20:22:31,-161.6948,-7.7485
1970-01-01 20:22:41,-161.4728,-8.0575
1970-01-01 20:22:51,-161.6564,-8.0947
1970-01-01 20:23:01,-161.5835,-8.3791
1970-01-01 20:23:11,-160.9989,-7.976
1970-01-01 20:23:21,-161.9789,-9.4888
1970-01-01 20:23:31,-161.7915,-9.2292
1970-01-01 20:23:41,-161.6767,-8.3578
1970-01-01 20:23:51,-162.0688,-9.298
1970-01-01 20:24:01,-161.8984,-9.6291
1970-01-01 20:24:11,-161.8781,-9.9169
1970-01-01 20:24:21,-161.9735,-10.1094
1970-01-01 20:24:31,-161.7695,-10.5174
1970-01-01 20:24:41,-161.6394,-11.0314
1970-01-01 20:24:51,-161.5093,-11.3179
1970-01-01 20:25:01,-161.9789,-11.2727
1970-01-01 20:25:11,-161.9958,-11.5675
1970-01-01 20:25:21,-161.676,-10.9194
1970-01-01 20:25:31,-162.0704,-11.5032
1970-01-01 20:25:41,-162.391,-12.1609
1970-01-01 20:25:51,-161.983,-12.4745
1970-01-01 20:26:01,-162.0201,-12.4504
1970-01-01 20:26:11,-161.8639,-12.8323
1970-01-01 20:26:21,-161.9775,-13.443
1970-01-01 20:26:31,-161.0479,-13.7695
1970-01-01 20:26:41,-161.4934,-15.3179
1970-01-01 20:26:51,-161.9579,-14.97
1970-01-01 20:27:01,-163.1398,-12.9095
1970-01-01 20:27:11,-163.2824,-11.8383
1970-01-01 20:27:21,-162.6311,-12.4713
1970-01-01 20:27:31,-161.7742,-13.9683
1970-01-01 20:27:41,-161.402,-15.6919
1970-01-01 20:27:51,-161.5114,-16.5083
1970-01-01 20:28:01,-161.7481,-16.7025
1970-01-01 20:28:11,-162.0586,-16.129
1970-01-01 20:28:21,-162.2084,-15.2272
1970-01-01 20:28:31,-162.9795,-15.3381
1970-01-01 20:28:41,-162.7987,-15.7432
1970-01-01 20:28:51,-162.1565,-16.2607
1970-01-01 20:29:01,-162.5017,-16.7348
1970-01-01 20:29:11,-162.1213,-17.122
1970-01-01 20:29:21,-162.1955,-17.443
1970-01-01 20:29:31,-162.1176,-17.7829
1970-01-01 20:29:41,-162.3367,-18.7039
1970-01-01 20:29:51,-162.1327,-18.5158
1970-01-01 20:30:01,-161.8368,-18.1488
1970-01-01 20:30:11,-162.3258,-18.844
1970-01-01 20:30:21,-162.1418,-19.4609
1970-01-01 20:30:31,-162.3106,-19.8944
1970-01-01 20:30:41,-162.1009,-20.0739
1970-01-01 20:30:51,-162.3578,-20.2659
1970-01-01 20:31:01,-162.4278,-21.0142
1970-01-01 20:31:11,-162.1686,-21.4671
1970-01-01 20:31:21,-162.5947,-21.7441
1970-01-01 20:31:31,-162.3714,-21.935
1970-01-01 20:31:41,-162.5219,-22.095
1970-01-01 20:31:51,-162.8647,-22.2637
1970-01-01 20:32:01,-162.6348,-22.56
1970-01-01 20:32:11,-162.1727,-22.7697
1970-01-01 20:32:21,-162.3337,-23.4608
1970-01-01 20:32:31,-162.3742,-23.908
1970-01-01 20:32:41,-162.7064,-23.9529
1970-01-01 20:32:51,-163.1067,-24.3711
1970-01-01 20:33:01,-163.18,-24.5938
1970-01-01 20:33:11,-162.7839,-25.0037
1970-01-01 20:33:21,-163.123,-24.5987
1970-01-01 20:33:31,-162.2334,-24.8846
1970-01-01 20:33:41,-162.6271,-25.0698
1970-01-01 20:33:51,-162.773,-25.221
1970-01-01 20:34:01,-162.5252,-26.6206
1970-01-01 20:34:11,-162.231,-26.7732
1970-01-01 20:34:21,-162.6955,-27.0828
1970-01-01 20:34:31,-163.2883,-27.5091
1970-01-01 20:34:41,-163.9361,-27.9353
1970-01-01 20:34:51,-162.9795,-27.7326
1970-01-01 20:35:01,-163.0127,-27.8008
1970-01-01 20:35:11,-162.8544,-28.4148
1970-01-01 20:35:21,-162.6613,-28.8154
1970-01-01 20:35:31,-162.6118,-29.2936
1970-01-01 20:35:41,-162.6613,-29.5493
1970-01-01 20:35:51,-162.797,-30.1701
1970-01-01 20:36:01,-162.6579,-30.8504
1970-01-01 20:36:11,-163.4412,-30.925
1970-01-01 20:36:21,-163.2944,-30.4928
1970-01-01 20:36:31,-163.4306,-30.9111
1970-01-01 20:36:41,-163.6484,-30.989
1970-01-01 20:36:51,-163.2752,-31.1115
1970-01-01 20:37:01,-163.4672,-31.2347
1970-01-01 20:37:11,-162.9365,-31.5351
1970-01-01 20:37:21,-163.0392,-31.8247
1970-01-01 20:37:31,-163.1846,-32.4646
1970-01-01 20:37:41,-163.0306,-32.3318
1970-01-01 20:37:51,-163.5076,-32.6999
1970-01-01 20:38:01,-163.2429,-32.425
1970-01-01 20:38:11,-163.0447,-32.4935
1970-01-01 20:38:21,-163.0948,-32.4843
1970-01-01 20:38:31,-163.1651,-32.7808
1970-01-01 20:38:41,-163.4763,-32.6643
1970-01-01 20:38:51,-163.6298,-32.9769
1970-01-01 20:39:01,-163.4197,-33.0313
1970-01-01 20:39:11,-163.2016,-33.4686
1970-01-01 20:39:21,-163.112,-33.5371
1970-01-01 20:39:31,-162.8579,-33.3179
1970-01-01 20:39:41,-162.9072,-33.7811
1970-01-01 20:39:51,-163.4113,-33.8422
1970-01-01 20:40:01,-163.3204,-34.0465
1970-01-01 20:40:11,-163.8065,-33.9866
1970-01-01 20:40:21,-163.7676,-33.7126
1970-01-01 20:40:31,-163.7398,-33.7381
1970-01-01 20:40:41,-163.3733,-33.713
1970-01-01 20:40:51,-162.7518,-33.6502
1970-01-01 20:41:01,-163.098,-34.2767
1970-01-01 20:41:11,-163.281,-34.2485
1970-01-01 20:41:21,-163.3406,-34.2557
1970-01-01 20:41:31,-163.6536,-34.1901
1970-01-01 20:41:41,-163.3008,-34.2227
1970-01-01 20:41:51,-163.2478,-34.1282
1970-01-01 20:42:01,-163.6105,-34.1058
1970-01-01 20:42:11,-163.4662,-33.9352
1970-01-01 20:42:21,-163.3536,-34.1233
1970-01-01 20:42:31,-162.9633,-34.2634
1970-01-01 20:42:41,-163.1416,-34.4167
1970-01-01 20:42:51,-163.2875,-34.5373
1970-01-01 20:43:01,-163.4662,-34.6426
1970-01-01 20:43:11,-163.4141,-34.5564
1970-01-01 20:43:21,-163.1801,-34.4567
1970-01-01 20:43:31,-163.6546,-34.7232
1970-01-01 20:43:41,-163.6223,-34.1159
1970-01-01 20:43:51,-163.8539,-34.549
1970-01-01 20:44:01,-163.1416,-34.5578
1970-01-01 20:44:11,-162.882,-34.7631
1970-01-01 20:44:21,-162.9332,-34.9539
1970-01-01 20:44:31,-163.1073,-34.6755
1970-01-01 20:44:41,-163.508,-34.92
1970-01-01 20:44:51,-163.2607,-35.0383
1970-01-01 20:45:01,-163.5552,-35.0545
1970-01-01 20:45:11,-163.4284,-35.1399
1970-01-01 20:45:21,-163.813,-35.2745
1970-01-01 20:45:31,-163.6828,-35.5579
1970-01-01 20:45:41,-163.3682,-35.141
1970-01-01 20:45:51,-163.1864,-35.0808
1970-01-01 20:46:01,-162.8351,-35.497
1970-01-01 20:46:11,-163.0037,-35.2725
1970-01-01 20:46:21,-163.4537,-35.6108
1970-01-01 20:46:31,-163.463,-35.785
1970-01-01 20:46:41,-163.4577,-35.937
1970-01-01 20:46:51,-163.369,-35.913
1970-01-01 20:47:01,-163.7426,-35.836
1970-01-01 20:47:11,-163.0073,-35.9899
1970-01-01 20:47:21,-163.3954,-35.6825
1970-01-01 20:47:31,-163.0224,-36.083
1970-01-01 20:47:41,-163.0783,-36.5674
1970-01-01 20:47:51,-163.6303,-36.4151
1970-01-01 20:48:01,-163.6628,-36.7061
1970-01-01 20:48:11,-163.6912,-36.2735
1970-01-01 20:48:21,-163.5902,-36.4843
1970-01-01 20:48:31,-163.5212,-36.4746
1970-01-01 20:48:41,-163.5944,-36.2818
1970-01-01 20:48:51,-163.3834,-36.733
1970-01-01 20:49:01,-163.6711,-36.6304
1970-01-01 20:49:11,-163.294,-36.4129
1970-01-01 20:49:21,-163.2269,-36.8096
1970-01-01 20:49:31,-163.5462,-37.1095
1970-01-01 20:49:41,-163.6828,-36.8562
1970-01-01 20:49:51,-164.0051,-37.0046
1970-01-01 20:50:01,-163.7166,-36.6926
1970-01-01 20:50:11,-163.3834,-36.5479
1970-01-01 20:50:21,-163.2735,-36.4776
1970-01-01 20:50:31,-163.6065,-36.6477
1970-01-01 20:50:41,-163.7112,-36.7486
1970-01-01 20:50:51,-163.1144,-37.17
1970-01-01 20:51:01,-163.8666,-36.8472
1970-01-01 20:51:11,-163.7861,-37.0727
1970-01-01 20:51:21,-163.1206,-37.0963
1970-01-01 20:51:31,-163.6509,-36.7094
1970-01-01 20:51:41,-163.5619,-37.0082
1970-01-01 20:51:51,-163.6944,-36.8522
1970-01-01 20:52:01,-163.526,-37.0517
1970-01-01 20:52:11,-163.3894,-36.8046
1970-01-01 20:52:21,-163.5619,-36.6404
1970-01-01 20:52:31,-163.6878,-36.8482
1970-01-01 20:52:41,-163.7484,-36.6562
1970-01-01 20:52:51,-163.6105,-36.7754
1970-01-01 20:53:01,-163.417,-36.7885
1970-01-01 20:53:11,-163.1499,-36.7197
1970-01-01 20:53:21,-163.1849,-36.7752
1970-01-01 20:53:31,-163.6427,-36.6471
1970-01-01 20:53:41,-163.4727,-36.7559
1970-01-01 20:53:51,-163.8306,-36.3227
1970-01-01 20:54:01,-163.4598,-37.2199
1970-01-01 20:54:11,-163.4317,-36.822
1970-01-01 20:54:21,-163.4803,-36.8188
1970-01-01 20:54:31,-163.4039,-36.6538
1970-01-01 20:54:41,-163.5337,-36.7031
1970-01-01 20:54:51,-163.4039,-36.9759
1970-01-01 20:55:01,-163.6711,-36.6304
1970-01-01 20:55:11,-163.4727,-36.848
1970-01-01 20:55:21,-163.5698,-36.9338
1970-01-01 20:55:31,-163.6307,-36.9721
1970-01-01 20:55:41,-163.0695,-36.7228
1970-01-01 20:55:51,-163.4448,-37.0013
1970-01-01 20:56:01,-163.7886,-37.0042
1970-01-01 20:56:11,-163.7369,-37.305
1970-01-01 20:56:21,-163.4727,-36.8939
1970-01-01 20:56:31,-163.3762,-36.9915
1970-01-01 20:56:41,-163.1706,-36.7787
1970-01-01 20:56:51,-163.4039,-37.1586
1970-01-01 20:57:01,-163.6963,-37.0964
1970-01-01 20:57:11,-163.4803,-36.9111
1970-01-01 20:57:21,-163.5337,-36.795
1970-01-01 20:57:31,-163.4727,-36.5248
1970-01-01 20:57:41,-163.4652,-36.8311
1970-01-01 20:57:51,-163.8086,-36.9253
1970-01-01 20:58:01,-163.3422,-37.0293
1970-01-01 20:58:11,-163.5619,-36.8247
1970-01-01 20:58:21,-163.4317,-36.8681
1970-01-01 20:58:31,-163.4186,-37.195
1970-01-01 20:58:41,-163.6226,-36.7718
1970-01-01 20:58:51,-163.7112,-36.7027
1970-01-01 20:59:01,-163.2524,-36.8223
1970-01-01 20:59:11,-163.7798,-36.7123
1970-01-01 20:59:21,-163.0547,-36.6802
1970-01-01 20:59:31,-163.6226,-36.5879
1970-01-01 20:59:41,-163.4931,-37.0898
1970-01-01 20:59:51,-163.4522,-36.835
1970-01-01 21:00:01,-163.1562,-36.69
1970-01-01 21:00:11,-163.7598,-36.561
1970-01-01 21:00:21,-163.7197,-36.857
1970-01-01 21:00:31,-163.4039,-36.8841
1970-01-01 21:00:41,-163.6509,-36.7555
1970-01-01 21:00:51,-163.4112,-37.0392
1970-01-01 21:01:01,-163.8575,-36.7383
1970-01-01 21:01:11,-163.7398,-36.6861
1970-01-01 21:01:21,-163.3906,-36.9344
1970-01-01 21:01:31,-163.3906,-36.8883
1970-01-01 21:01:41,-163.123,-36.736
1970-01-01 21:01:51,-163.253,-36.6936
1970-01-01 21:02:01,-163.4652,-36.9226
1970-01-01 21:02:11,-163.3356,-37.1908
1970-01-01 21:02:21,-163.6024,-36.6208
1970-01-01 21:02:31,-163.369,-36.5624
1970-01-01 21:02:41,-163.9196,-36.3294
1970-01-01 21:02:51,-163.6024,-36.8506
1970-01-01 21:03:01,-163.5134,-36.69
1970-01-01 21:03:11,-163.6024,-36.7128
1970-01-01 21:03:21,-163.417,-36.9712
1970-01-01 21:03:31,-163.7112,-36.9316
1970-01-01 21:03:41,-163.6226,-36.5418
1970-01-01 21:03:51,-163.5902,-36.7162
1970-01-01 21:04:01,-163.5902,-36.7624
1970-01-01 21:04:11,-163.3906,-36.7959
1970-01-01 21:04:21,-163.3966,-36.5916
1970-01-01 21:04:31,-163.2939,-37.0321
1970-01-01 21:04:41,-163.6745,-36.7484
1970-01-01 21:04:51,-163.5134,-36.9654
1970-01-01 21:05:01,-163.554,-36.808
1970-01-01 21:05:11,-163.5698,-37.1174
1970-01-01 21:05:21,-163.6105,-36.9594
1970-01-01 21:05:31,-163.6024,-36.7128
1970-01-01 21:05:41,-163.3966,-36.7296
1970-01-01 21:05:51,-163.5494,-36.9209
1970-01-01 21:06:01,-163.3834,-36.6868
1970-01-01 21:06:11,-163.7197,-36.673
1970-01-01 21:06:21,-163.369,-36.5624
1970-01-01 21:06:31,-163.1562,-36.8284
1970-01-01 21:06:41,-163.5902,-36.9925
1970-01-01 21:06:51,-163.6427,-36.7389
1970-01-01 21:07:01,-163.6307,-37.0636
1970-01-01 21:07:11,-163.7484,-36.9788
1970-01-01 21:07:21,-163.3145,-36.5844
1970-01-01 21:07:31,-163.5416,-36.7657
1970-01-01 21:07:41,-163.4803,-37.1409
1970-01-01 21:07:51,-163.6592,-37.0482
1970-01-01 21:08:01,-163.4803,-36.7726
1970-01-01 21:08:11,-163.2592,-36.9319
1970-01-01 21:08:21,-163.8575,-36.968
1970-01-01 21:08:31,-163.417,-36.9712
1970-01-01 21:08:41,-163.8306,-36.5064
1970-01-01 21:08:51,-163.2732,-36.7892
1970-01-01 21:09:01,-163.5212,-36.8909
1970-01-01 21:09:11,-163.1899,-36.9219
1970-01-01 21:09:21,-163.4982,-36.7489
1970-01-01 21:09:31,-163.526,-36.8241
1970-01-01 21:09:41,-163.3834,-36.9631
1970-01-01 21:09:51,-163.5008,-37.0159
1970-01-01 21:10:01,-163.3628,-36.9043
1970-01-01 21:10:11,-163.3076,-36.6606
1970-01-01 21:10:21,-163.8987,-36.926
1970-01-01 21:10:31,-163.6509,-37.1218
1970-01-01 21:10:41,-163.2732,-36.7892
1970-01-01 21:10:51,-163.3422,-36.6603
1970-01-01 21:11:01,-163.3699,-37.0598
1970-01-01 21:11:11,-163.5212,-36.6602
1970-01-01 21:11:21,-163.3486,-36.6411
1970-01-01 21:11:31,-163.123,-36.7818
1970-01-01 21:11:41,-163.2803,-36.6772
1970-01-01 21:11:51,-163.5134,-36.736
1970-01-01 21:12:01,-163.4673,-36.7763
1970-01-01 21:12:11,-163.3077,-36.7897
1970-01-01 21:12:21,-163.3492,-37.001
1970-01-01 21:12:31,-163.4374,-36.48
1970-01-01 21:12:41,-163.6546,-36.7355
1970-01-01 21:12:51,-163.417,-36.6968
1970-01-01 21:13:01,-163.5742,-36.8209
1970-01-01 21:13:11,-163.5058,-36.3974
1970-01-01 21:13:21,-163.4522,-36.6966
1970-01-01 21:13:31,-163.5085,-36.6632
1970-01-01 21:13:41,-163.5902,-36.9006
1970-01-01 21:13:51,-163.7312,-36.6699
1970-01-01 21:14:01,-163.3752,-36.5442
1970-01-01 21:14:11,-163.5822,-36.6997
1970-01-01 21:14:21,-163.7283,-36.8279
1970-01-01 21:14:31,-164.0349,-36.7373
1970-01-01 21:14:41,-163.5134,-36.459
1970-01-01 21:14:51,-163.2664,-36.4025
1970-01-01 21:15:01,-163.3416,-36.3492
1970-01-01 21:15:11,-163.5134,-36.736
1970-01-01 21:15:21,-163.5183,-36.4875
1970-01-01 21:15:31,-163.4577,-36.355
1970-01-01 21:15:41,-163.1706,-36.5487
1970-01-01 21:15:51,-163.2664,-36.4489
1970-01-01 21:16:01,-163.3762,-36.5783
1970-01-01 21:16:11,-163.4577,-36.5854
1970-01-01 21:16:21,-163.554,-36.3471
1970-01-01 21:16:31,-162.9921,-36.4555
1970-01-01 21:16:41,-163.3076,-36.5223
1970-01-01 21:16:51,-163.1562,-36.8284
1970-01-01 21:17:01,-163.977,-36.1564
1970-01-01 21:17:11,-163.6794,-36.6928
1970-01-01 21:17:21,-163.7341,-36.3309
1970-01-01 21:17:31,-162.9492,-36.2892
1970-01-01 21:17:41,-163.1991,-36.4066
1970-01-01 21:17:51,-163.8196,-36.6925
1970-01-01 21:18:01,-163.8414,-36.4129
1970-01-01 21:18:11,-163.2874,-36.3073
1970-01-01 21:18:21,-164.2661,-36.1918
1970-01-01 21:18:31,-163.5107,-36.1968
1970-01-01 21:18:41,-163.9473,-36.4661
1970-01-01 21:18:51,-163.6427,-36.5551
1970-01-01 21:19:01,-163.5906,-36.2056
1970-01-01 21:19:11,-163.5869,-35.8127
1970-01-01 21:19:21,-163.3008,-35.8067
1970-01-01 21:19:31,-163.2542,-35.72
1970-01-01 21:19:41,-163.6616,-35.7431
1970-01-01 21:19:51,-163.7008,-35.8172
1970-01-01 21:20:01,-163.7761,-35.6552
1970-01-01 21:20:11,-163.5006,-35.3753
1970-01-01 21:20:21,-163.6813,-35.4809
1970-01-01 21:20:31,-164.0924,-34.6998
1970-01-01 21:20:41,-163.8345,-34.6745
1970-01-01 21:20:51,-163.7979,-34.5476
1970-01-01 21:21:01,-163.5445,-34.5191
1970-01-01 21:21:11,-163.4,-34.2577
1970-01-01 21:21:21,-163.1954,-33.7504
1970-01-01 21:21:31,-163.9015,-34.3525
1970-01-01 21:21:41,-163.9341,-34.1958
1970-01-01 21:21:51,-162.5042,-33.195
1970-01-01 21:22:01,-163.1609,-33.1193
1970-01-01 21:22:11,-163.7505,-33.3444
1970-01-01 21:22:21,-163.2689,-32.2716
1970-01-01 21:22:31,-163.3072,-31.9043
1970-01-01 21:22:41,-163.6909,-31.2933
1970-01-01 21:22:51,-163.3468,-30.5382
1970-01-01 21:23:01,-163.4481,-29.7739
1970-01-01 21:23:11,-163.2752,-30.0728
1970-01-01 21:23:21,-163.111,-29.7616
1970-01-01 21:23:31,-163.4909,-29.4607
1970-01-01 21:23:41,-163.0725,-29.2146
1970-01-01 21:23:51,-162.9552,-28.7932
1970-01-01 21:24:01,-163.0967,-28.5108
1970-01-01 21:24:11,-162.6884,-28.1143
1970-01-01 21:24:21,-163.0297,-27.4638
1970-01-01 21:24:31,-162.6844,-27.1196
1970-01-01 21:24:41,-163.0725,-27.0898
1970-01-01 21:24:51,-163.0618,-26.5174
1970-01-01 21:25:01,-162.8219,-26.2082
1970-01-01 21:25:11,-162.9113,-25.389
1970-01-01 21:25:21,-162.8174,-24.9845
1970-01-01 21:25:31,-163.0725,-24.6924
1970-01-01 21:25:41,-162.8926,-24.2602
1970-01-01 21:25:51,-162.8647,-24.0803
1970-01-01 21:26:01,-162.7238,-23.8038
1970-01-01 21:26:11,-162.331,-23.7022
1970-01-01 21:26:21,-162.5612,-23.43
1970-01-01 21:26:31,-162.4061,-22.5687
1970-01-01 21:26:41,-162.613,-22.199
1970-01-01 21:26:51,-162.2084,-21.7067
1970-01-01 21:27:01,-161.894,-20.8699
1970-01-01 21:27:11,-162.3071,-20.6124
1970-01-01 21:27:21,-162.5947,-19.9741
1970-01-01 21:27:31,-162.5023,-19.6864
1970-01-01 21:27:41,-162.6754,-19.2038
1970-01-01 21:27:51,-162.1853,-18.7868
1970-01-01 21:28:01,-161.894,-18.2628
1970-01-01 21:28:11,-161.8134,-17.4988
1970-01-01 21:28:21,-161.983,-16.6921
1970-01-01 21:28:31,-161.8929,-16.7072
1970-01-01 21:28:41,-162.4061,-16.705
1970-01-01 21:28:51,-161.8314,-15.4358
1970-01-01 21:29:01,-161.8885,-15.6082
1970-01-01 21:29:11,-162.0938,-14.8277
1970-01-01 21:29:21,-161.8492,-14.8703
1970-01-01 21:29:31,-162.0771,-14.8887
1970-01-01 21:29:41,-161.9432,-14.2304
1970-01-01 21:29:51,-161.8875,-14.0456
1970-01-01 21:30:01,-161.8296,-13.3762
1970-01-01 21:30:11,-161.6401,-13.1793
1970-01-01 21:30:21,-162.0903,-13.3952
1970-01-01 21:30:31,-161.8853,-12.6592
1970-01-01 21:30:41,-161.7535,-12.2086
1970-01-01 21:30:51,-162.3245,-12.3404
1970-01-01 21:31:01,-161.9553,-11.8181
1970-01-01 21:31:11,-161.8791,-11.6395
1970-01-01 21:31:21,-161.2487,-11.6639
1970-01-01 21:31:31,-161.5464,-11.3888
1970-01-01 21:31:41,-162.0459,-11.4818
1970-01-01 21:31:51,-161.8253,-10.8613
1970-01-01 21:32:01,-161.7316,-9.9042
1970-01-01 21:32:11,-161.7708,-9.6674
1970-01-01 21:32:21,-161.5838,-9.0339
